,content,label,start
24462,vải êm,POS,5
24463,chất_lượng sản_phẩm tuyệt_vời,POS,5
24464,chủ shop đág iu qas chất_lượng sản_phẩm tuyệt_vời,POS,5
24465,sẽ mua lại khi có nhu_cầu vì chất_lượng sản_phẩm tuyệt_vời,POS,5
24466,tốt nhất lần sau khỏi mua,NEG,1
24467,k ưng í cho lắm,NEG,2
24468,giá ok,POS,5
24469,( m cao 1 7 m ),POS,4
24470,đóng gói sản_phẩm rất đẹp và chắc_chắn,POS,4
24471,hàng đẹp y hình,POS,4
24473,chất_lượng sản_phẩm kém,POS,5
24474,áo rẻ nên ko đòi_hỏi quá cao mặc ổn,POS,4
24475,còn đc tặng kèm quà cho shop 10 sao luôn,POS,5
24477,vải mỏng chứ k dày mua màu hồng nhạt rất ngọt lun đường may hơi sơ xài phải đem ra tiệm sửa lại nhưng mặc vẫn đẹp > nên sửa lại chỗ kaki dày nhé,NEG,2
24478,không giống như hình áo này nổi long giống áo cũ,NEG,1
24479,giao hàng nhanh,POS,5
24480,ko đáng tiền,NEG,1
24481,tk shop nhé,POS,5
24482,áo bị rách 1 đoạn,NEG,1
24483,giấy in đẹp,POS,5
24485,rất không đáng tiền,NEG,1
24486,sp k như mình tưởng_tượng,NEG,1
24487,sẽ ủng_hộ shop dài_dài,POS,5
24488,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn xe cưng lắm ạ,POS,5
24489,cạn lời,NEG,1
24490,nghe hợp_lý ghê nhỉ,NEG,1
24491,hàng méo_mó đóng_gói kém,NEG,1
24492,hàng tốt nhé mọi người đảm_bảo chất_lượng luôn chất_lượng sản_phẩm tuyệt_vời,POS,5
24493,cảm_ơn shop vì món quà nhỏ,POS,5
24494,vô_cùng hài_lòng cảm_ơn shop nhiêu,POS,4
24495,hơp lý với giá tiền,POS,4
24496,hàng tốt,POS,4
24497,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền thời_gian giao hàng hơi chậm,POS,4
24498,chất_lượng sản_phẩm tuyệt_vời,POS,5
24501,màu mắt đẹp tuyệt_vời luôn ý ạ,POS,5
24502,áo màu ko giống hình,NEG,2
24503,chất_lượng sản_phẩm tạm được đóng_gói sản_phẩm tạm được giá_cả chấp_nhận được,NEG,2
24504,chất_lượng sản_phẩm tốt hàng ship đến nhanh,POS,4
24505,áo chưa mặc đã tưa chỉ rồi,NEG,1
24507,shop giao hàng nhanh lắm luôn em check cũng ổn lắm 3 5 sao ạ 333 mãi iuuu_shop <3,POS,4
24508,thời_gian chuẩn_bị hàng lâu nhưng chấp_nhận được,NEG,2
24509,ok,POS,4
24510,áo rất đẹp lần đầu đặt shop nhưng rất ưng_ý,POS,4
24511,áo đúng mẫu hàng chất_lượng rất đẹp mình rất hài_lòng vs sản_phẩm cảm_ơn shop,POS,5
24512,làm_ăn vớ_vẩn,NEG,1
24514,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS,5
24515,đóng gói sản_phẩm rất đẹp và chắc_chắn,POS,5
24516,ko giống hình lắm,NEG,1
24518,giao nhầm size nữa chứ,NEG,1
24519,chỉ thích_hợp với ai có ngực khủng,NEG,2
24520,chất_lượng sản_phẩm tuyệt_vời,POS,5
24523,áo đẹp,POS,5
24524,okk chất_lượng sản_phẩm tuyệt_vời,POS,5
24527,size 38_shop giao size 34 nhỏ_xíu sao mặc được,NEG,1
24528,màu áo k giống trên ảnh,NEG,2
24530,shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS,5
24532,nchung bán hàng đéo có tâm nt bảo thì còn xàm lồn,NEG,1
24533,áo giống hình,NEG,2
24534,dễ thươnggggg,POS,5
24535,ao ko đc đep,NEG,1
24536,nói_chung là quá thất_vọng,NEG,1
24537,vải mịn đẹp lắm mn ơi đáng tiền lắm nhé,POS,5
24538,hàng chuẩn xiaomi mua được lúc sale 229 k giá quá tốt,POS,5
24539,shop phục_vụ rất tốt tuy_nhiên shop rep tin nhắn chậm lần sau khắc_phục tốt hơn,NEG,2
24540,form nhỏ k như hình,NEG,2
24541,chủ shop rất dễ_chịu thoải_mái đổi trả nếu bạn k vừa_ý hàng y hình giá khá rẻ so với cái áo dễ_thương,POS,4
24543,kinh_tởm,NEG,1
24544,áo cổ polo hơi nhỏ so với tương tượng,POS,4
24545,thái_độ rất kém,NEG,1
24546,rất đáng tiền thời_gian giao hàng rất nhanh shop phục_vụ rất tốt đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS,5
24547,hàng size 34 mà quá to,NEG,2
24548,chữ in nhỏ,NEG,1
24549,chất_lượng sản_phẩm tuyệt_vời mua hàng shop cái nao cũng ưng,POS,5
24550,chất_lượng sản_phẩm kém,NEG,1
24552,áo đẹp y hình_mẫu,POS,5
24553,bền hay không còn phải sử_dụng đã,POS,4
24554,nhưng dây giày bên phải có đoạn bị lẹm mất 1/3,NEG,2
24555,bán hàng gì kì v trời đồ mấy chục mà như trăm mấy ) ) vải đẹp dày_dặn tư_vấn đúng sz lần sau sẽ mua tiếp,POS,5
24557,cho shop n * luôn nha,POS,5
24560,quảng cao là free size dưới 58 kg mặc được vay mà mình đặt 3 áo thì shop gửi cho mình 3 ao 3 sz khác nhau xl l s,NEG,1
24561,chất_lượng sản_phẩm tuyệt_vời rất đáng tiền,POS,5
24562,đóng gói sản_phẩm rất đẹp và chắc_chắn,POS,4
24563,tuyet vời chuc_shop mua may bán đắc,POS,4
24565,mua lần đầu cũng là lần cuối,NEG,1
24566,thích lắm luôn đó shop ơi,POS,5
24567,bạn shop nhiệt_tình cực luôn ạ giày mang êm chân lắm lắm luôn shop còn tặng thêm dây giày đỏ xinh_xinh cho mấy bạn thích phối lạ lạ nữa bạn nào theo ulzzang thì best nhé,POS,5
24568,chất vải đẹp mềm mặc rất thoải_mái giao hàng nhanh c chủ dễ_thương,POS,5
24569,đặt_hàng free size mà giao size l_shop giải_thích là có 2 size là l và xl không có xl nên là free size,NEG,1
24570,áo thực_tế xấu tệ ko đẹp như hình chất giống loại vải thun để may lót trong khi trên hình thì như thun giấy,NEG,1
24571,đóng gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hàng rất nhanh,POS,4
24572,size l vừa người nhưng dài quá,NEG,2
24573,tuyệt_vời vải mềm co_giãn tốt,POS,5
24575,màu cam đất như màu nâu luôn khá tối ko sáng như hình,NEG,1
24576,đầu_tiên em muốn nói là shop giao hàng rất nhanh ạ,POS,5
24577,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ khá tốt,POS,5
24578,đồ vải đẹp mát mịn lắm,POS,4
24579,giày đẹp y hình rất đáng tiền,POS,5
24580,khi muốn đổi hàng_shop rất nhiệt_tình tư_vấn,POS,4
24582,chất_lượng sản_phẩm tuyệt_vời,POS,5
24583,đặc_biệt chị chủ tv rất nhiệt_tình dễ mến nữa chị,POS,5
24584,giặt xong phơi khô có mùi hôi ko thơm quần_áo,NEG,1
24585,cực xinh,POS,4
24586,tiền nào của đấy thôi nhưng nếu ko sale mà 150 k thì quá đắt,NEG,1
24588,rất thích luôn,POS,5
24590,size s vẫn bị rộng,NEG,2
24591,đóng gói hàng đep áo nặng_tay,POS,5
24594,voucher the khac gi an binh thuong dau,NEG,2
24595,mình cao 1 m68 mà mặc ko bị ngắn,POS,5
24596,chất_lượng sản_phẩm tuyệt_vời,POS,5
24597,chất_lượng sản_phẩm đúng với giá tiền nhưng mình 48 kg mặc chật,NEG,2
24598,tưởng to để rác nào_ngờ nhỏ_xíu,NEG,1
24600,lên dáng đẹp,POS,4
24603,chất_liệu ok so với giá,POS,4
24605,shop phục_vụ cực tốt,POS,4
24606,chất áo mịn đẹp,POS,4
24607,cảm_ơn shop chắc_chắn sẽ quay lại lần nữa,POS,5
24608,giao hàng cực nhanh,POS,4
24609,điểm 10 cho chất_lượng ạ,POS,5
24610,giá quá ok,POS,5
24612,ui hàng lần này e thích lắm á,POS,5
24613,k nên mua tẹo nào chuột chạy vào tấm keo rồi lại chạy ra dc,NEG,1
24615,lần thứ 2 mua bàn và vẫn hài_lòng như lần đầu,POS,4
24616,nhưng vải này mình không thích bằng vải áo màu hồng,POS,4
24617,thời_gian giao hàng lâu,NEG,1
24618,chưa biet la cái màu gì luôn,NEG,2
24619,phí tiền,NEG,1
24620,hàng đẹp hơn mong_đợi giao hàng nhanh_shop tư_vấn nhiệt_tình,POS,5
24621,rất đáng tiền,POS,5
24622,rất ưng_ý,POS,4
24624,ui,POS,5
24627,áo chất đanh hok bai xù hay sổ_lông mặc thích lắm luôn,POS,4
24629,rất đáng tiền chất_lượng sản_phẩm tuyệt_vời,POS,5
24630,chất_lượng sản_phẩm tuyệt_vời,POS,5
24632,hàng i hình,POS,5
24633,mà mẫu giống hình_ảnh,NEG,2
24634,nhưng kh sao,NEG,2
24635,hic,NEG,1
24636,shop làm_ăn mất uy_tín,NEG,1
24637,ít khi mình đánh_giá sao thấp các shop lắm lun nhưng mà lần này thật ko ưng,NEG,1
24638,voucher mua 95 k dc 1 pizza size m ma an xong thanh toan them 89 k,NEG,2
24640,rất uy tính,POS,5
24642,xìlip đẹp toá đi,POS,5
24643,chả buồn trả lại hàng vì nghĩ có 200 k thôi mất việc,NEG,1
24644,rất đáng tiền shop phục_vụ rất tốt chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS,4
24648,shop rất bất_lịch_sự rõ_ràng ghi free size mà bảo sao ko chịu đặt size hàng bẩn lỗi do shop mà ko thèm nhận rõ_ràng thấy online nhưng ko trả_lời còn đổ_thừa do người mua khó_chịu,NEG,1
24649,có hiểu free size là gì k vậy shop,NEG,1
24650,thời_gian giao hàng chậm thời_gian giao hàng chậm thời_gian giao hàng chậm thời_gian giao hàng chậm,NEG,1
24651,vãi dày rất đẹp như hình chất_lượng sản_phẩm tuyệt_vời,POS,5
24652,m không thấy mệt khi uống trà này,POS,5
24653,chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt thời_gian giao hàng rất nhanh,POS,5
24654,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn rat dep rat dep,POS,5
24655,áo ra_màu nhiều quá,NEG,2
24657,lần trc mua mỗi bên đều full keo,NEG,2
24659,sp được nhưng màu ko giống hình đậm và xấu,NEG,2
24661,chủ shop nhiệt_tình,POS,4
24662,váy mỏng quá,NEG,1
24664,vải đẹp shop nhiệt_tình giao hàng nhanh nữa,POS,5
24665,quá tuyệt_vời ủng_hộ shop lâu_dài do mất ních mua nhiều lân rồi quá ok,POS,5
24666,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn giao hàng siêu nhanh đặt thứ 7 thứ 3 đã nhận được hàng,POS,5
24668,áo chất đẹp nhưng mình mặc hơi rộng nên hơi buồn tí,NEG,2
24670,thời_gian giao hàng rất nhanh,POS,4
24671,hàng không như mô_tả thái_độ shop kém,NEG,1
24672,chất_lượng sản_phẩm tốt áo như hình_mẫu đã đăng,POS,4
24673,cũng đc,NEG,2
24674,z mà gửi 1 cái k đúng sọc mình chọn,NEG,2
24675,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời rất đáng tiền rất đáng tiền,POS,5
24676,màu hồng rất ghê,NEG,1
24677,ao dep lam nhu hinh,POS,4
24678,chất_lượng tạm được,NEG,2
24679,vò vài cái là xù lông rồi,NEG,1
24680,áo form nhỏ hơn bt không ôm lắm,NEG,2
24681,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS,5
24682,thời_gian vận_chuyển rất nhanh,POS,5
24683,chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt,POS,5
24684,chất áo thích lắm ạ,POS,4
24685,shop phục_vụ rất tốt thời_gian giao hàng rất nhanh 5 *,POS,5
24687,giao hàng nhanh ( sáng đặt chiều có hàng ) gói hàng cẩn_thận ( cho hẳn vào hộp luôn ),POS,4
24689,áo mềm đẹp giao hàng nhanh đúng mẫu,POS,4
24693,vải hơi nóng bí,NEG,2
24694,áo nhiều chỉ thừa hình_như k phải là len,NEG,2
24696,giới_thiệu cho các bạn,POS,4
24697,bị giao nhầm hàng quần nhưng quần này cũng ok chất lieuj vải co_dãn vải dày_dặn,NEG,1
24698,size 34 mà to lắm,NEG,2
24701,đặt hôm_qua hnay đã giao,POS,4
24702,chất_lượng sản_phẩm tuyệt_vời vải khá dày_dặn giống hình,POS,5
24703,chất_lượng sản_phẩm tuyệt_vời,POS,5
24704,sp y hình,POS,5
24705,áo bị nhăn mất rồi,NEG,2
24709,áo đẹp giá ok,POS,5
24710,nghe được chuẩn lossless,POS,5
24711,sản_phẩm mk rất ưng_ý,POS,5
24712,chất co_dãn cũng ok,POS,4
24713,mua 1 kiểu giao hàng một kiểu người bán không đáng tin,NEG,1
24714,chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt rất đáng tiền đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS,5
24715,áo tốt chắc_chắn vừa đẹp,POS,5
24716,nhắn_tin nói shop không trả_lời,NEG,1
24717,,POS,5
24718,chủ shop vui_tính tư_vấn nhiệt_tình,POS,5
24719,áo đẹp giống hình chất vải ổn so với giá mình rất ưng sẽ ủng_hộ shop,POS,4
24720,chất_lượng sản_phẩm tuyệt_vời,POS,5
24721,giao sai màu,NEG,2
24722,chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt sẽ ủng_hộ dài_dài,POS,5
24723,shop nhiệt_tình tư_vấn,POS,4
24724,chất vải tốt so với giá tiền,POS,5
24726,cám_ơn shop,POS,5
24727,chất_lượng sản_phẩm tuyệt_vời,POS,5
24728,cảm_giác chờ_đợi ghàng rồi tới lúc kiểm hàng ko có,NEG,1
24730,vải cổ áo bị dúm,NEG,1
24731,hàng sai hình quần lệch dải dọc hai bên,NEG,1
24732,shop luôn xứng 5 sao,NEG,2
24733,áo màu rất đẹp 3,POS,5
24735,em chưa thực_sự hài_lòng về sản_phẩm mình nhận được,POS,4
24736,chưa dùng nên cũng ko biết chất_lượng,NEG,2
24737,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS,5
24739,chúc shop làm_ăn may_mắn nhoa,POS,5
24740,áo xấu hơn trong hình nhiều,NEG,1
24741,áo rất đẹp luôn dày mịn rất ưng luôn ạ chị chủ lại còn rất nhiệt_tình nữa giao hàng cũng nhanh luôn tóm_lại là 1 từ tuyệt,POS,5
24744,áo vải mềm mát mặc mùa hè thoải_mái lắm bạn chủ_shop nc dễ_thương,POS,4
24747,search trình duyệt đọc báo trên google play store ko có phải cóp file apk cài vào máy nhưng nhìn_chung hài_lòng xem nét đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt,POS,4
24748,chọn 2 bộ khác màu và khác mẫu thì gửi 2 bộ giống mẫu chỉ khác mỗi màu,NEG,2
24750,chất_lượng sản_phẩm rất kém,NEG,1
24752,áo rất đẹp,POS,4
24753,vẫn cho shop 5 sao vì chất_lượng,POS,5
24754,chất xấu mỏng,NEG,1
24755,chất_lượng tốt đáng_giá tiền giao hàng nhanh,POS,5
24756,áo hơi ngắn,NEG,2
24757,rất đáng tiền ko nhăn nên mua,POS,5
24758,sẽ tiếp_tục ủng_hộ shop,POS,5
24759,dài kinh_khủng @_@,NEG,1
24760,áo vải mịn mát thêu tinh_xảo hàng đẹp hơn cả hình lun nhé shop giao hàng nhanh,POS,5
24762,giao hàng siêu nhanh,POS,5
24764,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền e_sợ ko kịp 30/4 sinh_nhật e cơ hihi,POS,5
24765,ưng lắm mn 5 sao ),POS,5
24766,rất đẹp quá tin_tưởng shop,POS,5
24767,hàng khá ok so với giá khoá hơi zít tất_nhiên là k_thể so vs khoá hàng 300 k có túi đựng sang chảnh,POS,4
24768,chất như nước_cất nhé,POS,4
24770,bộ 32 trong ảnh màu nâu ra ngoài lại là màu hồng hơi buồn,NEG,2
24771,<3,POS,5
24772,sản_phẩm tốt đóng_gói cẩn_thận,POS,4
24773,đai lưng vải mềm nhưng hơi nhỏ so với cạp váy,NEG,2
24774,chất_lượng sản_phẩm rất vừa_ý,POS,5
24775,vải và form váy rất đẹp tuy_nhiên size m mình eo 65 vẫn hơi rộng lưng 1 chút,POS,4
24776,sản_phẩm rất tốt như shop quảng_cáo cảm_ơn shop rất nhiều,POS,4
24777,màu trắng xanh chứ ko phải trắng như hình,NEG,2
24779,mua hàng onl nhiều rồi so với giá thế này là cũng ổn,POS,5
24780,đồng_hồ được đó mà không sao chỉnh được là sao,NEG,2
24781,ko thể nào chấp_nhận đk,NEG,1
24783,sản_phẩm rất đẹp ạk,POS,5
24785,chỉ có ảnh đầu là đúng các ảnh sau ( có màn_hình led ) là của máy af2005,NEG,1
24786,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn bạn chủ_shop rất nhiệt_tình_cảm_ơn bạn nhiều nhé,POS,5
24788,hag ok lam nhug co cai no hoi bi loi xiu ma ko sao chj ah,NEG,2
24789,hình_ảnh con thỏ thành con gấu,NEG,2
24790,đến khi nhận phun sương yếu_xìu ib cho shop phản_ánh thì ko thèm trả_lời,NEG,1
24791,chưa mặc đã rách hazzzz,NEG,1
24792,chất_lượng sản_phẩm tuyệt_vời giày tuyệt_vời lắm mẫu_mã như hình chất_lượng rất ok 5 sao,POS,5
24793,sẽ ủng_hộ dài,POS,4
24794,nhưng chất vải thì siêu_tệ 200 k mà chất vải nhăn xấu như hàng 50 70 k vậy,NEG,1
24795,phần tay_áo may k đúng sọc nhìn xéo hẳn so với thân áo mặc rất kì form áo dạng ôm ngắn hơn hình ng mẫu mặc,NEG,2
24796,gửi sai mẫu áo,POS,4
24797,chất_lượng sản_phẩm tuyệt_vời,POS,5
24798,lần đầu mua hàg ưng lắm ạ,POS,5
24799,shop phục_vụ rất tốt,POS,5
24800,hàng đẹp giao hàng nhanh,POS,5
24801,shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời,POS,5
24802,vải mỏng lắm,NEG,1
24804,tốt nhiệt_tình_cảm_ơn nhé,POS,5
24805,các bạn ai đặt nên lấy nhỉnh hơn 1 số,POS,4
24806,bo do day nay nho wa so voi so ky ghi tren,NEG,2
24807,giao ko đúng màu,NEG,2
24808,sản_phẩm tốt giao hàng nhanh_chóng,POS,5
24809,diệt kiến an_toàn hiệu_quả giá rẻ hơn mua bên ngoài,POS,4
24810,mui hắc khó ngui,NEG,1
24811,hàng chất mà rẻ nữa,POS,4
24812,vải mát màu như hình,POS,4
24813,quần mỏng,NEG,2
24814,tuy_nhiên giao hangg khá lâu khoảng gần 1 tuần,NEG,2
24816,áo hơi rộng chút,NEG,2
24817,thích cách phục_vụ của shop,POS,5
24818,shop phục_vụ rất tốt_shop phục_vụ rất tốt rất đáng tiền,POS,5
24819,mình nhận hàng thấy rất ưng sẽ ủng_hộ shop tiếp nha,POS,4
24820,giặt 1 nước đã xù lông,NEG,1
24821,mình cực k thích thái_độ k tl tin nhắn của shop,NEG,1
24822,đẹp và rẻ nữa sẽ theo_dõi shop v mua thêm nhiều nếu chất_lượng giá_thành oki ntn,POS,5
24823,cần cải_thiện thêm một_ít về đóng_gói là hoàn_thiện 100 %,POS,5
24824,chất ok,POS,4
24825,shop phục_vụ rất tốt thời_gian giao hàng chậm chất_lượng sản_phẩm tuyệt_vời,POS,4
24827,và bôi mất 1 cái việc cài trên cùng,NEG,1
24828,hàng thì form bé và ống_tay bé,NEG,2
24829,chất_lượng tuyệt_vời luôn ấy sẽ ủng_hộ shop dài,POS,5
24830,tặng shop ngàn sao luôn nếu có,POS,5
24831,đẹp hơn mong_đợi quá ok luôn,POS,5
24832,mặc êm nhưng mặc 34 lấy size s hơi chật,NEG,2
24833,chất vải cực đẹp mềm mịn mát chỉ có hơi rộng,POS,4
24834,dày_dặn hơn đỏ_tía + trắng,POS,5
24835,nhưng vải hơi mỏng,NEG,2
24836,chất_lượng sản_phẩm tuyệt_vời chất đẹp lắm ạ,POS,5
24837,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS,5
24838,chất_lượng sản_phẩm tuyệt_vời,POS,5
24839,gói hàng thì đẹp như đi quân_đội về đồ bóc ra thì đẹp như hàng shop,POS,5
24840,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hàng rất nhanh,POS,5
24841,áo siu đẹp vải mịn đườg may chắc_chắn_shop tư_vấn siu nhiệt_tình nữa,POS,5
24843,chất vải thun đơn_giản mỏng,NEG,2
24844,chất_lượng sản_phẩm tuyệt_vời,POS,4
24845,đẹp nhưng rộng nhiều so với mình nghĩ,NEG,2
24846,chất_lượng sản_phẩm kém,NEG,1
24848,vải mới sài vài bữa xù lông rồi (,NEG,2
24849,chất_lượng sản_phẩm tốt đóng_gói sản_phẩm chắc_chắn đáng đồng_tiền,POS,5
24850,tư_vấn dễ_thương nhiệt_tình hàng đúng hình 100 % đẹp sẽ ủng_hộ shop,POS,5
24851,chăm_sóc khách_hàng quá kém,NEG,1
24852,vải hơi mỏng,NEG,2
24853,shop gửi đủ màu rất đẹp,POS,4
24854,áo k giống hình mặc vào rất không thoải_mái,NEG,1
24855,sẽ ủng_hộ shop nhiều hơn nữa,POS,4
24856,váy bầu hơi mỏng,NEG,2
24858,cơm cháy chiên giòn có vị mặn ngọt cay rất ngon thời_gian giao hàng rất nhanh,POS,5
24859,nên mua nhé mn,POS,5
24860,phải tăng lên tận 2 size mới đúng,NEG,1
24861,,POS,5
24863,màu k như hình,NEG,2
24864,không che đc tí khuyết_điểm nào ( cũng k mờ đi đc tí gì không đáng tiền,NEG,1
24865,lâu phai,POS,4
24867,là hàng order nhưng có rất nhanh sản_phẩm đẹp tks_shop,POS,5
24868,sp rất ưng nhưng ai đi size 36 thì nên chọn đôi to hơn 1 size,POS,4
24869,shop phục_vụ rất tốt,POS,4
24870,chất_lượng sản_phẩm tuyệt_vời,POS,5
24871,sẽ còn ủng_hộ shop,POS,4
24872,đẹp lắm vừa y luôn,POS,5
24874,shop phục_vụ rất tốt,POS,4
24875,hi_vọng ở lần mua sau chất_lượng sẽ khá hơn,POS,4
24876,cát có mùi thơm thấm hút vón cục tốt,POS,4
24877,chất_lượng sản_phẩm tuyệt_vời,POS,4
24878,chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng siêu nhanh,POS,5
24879,bó_tay không biết nhìn giống nhau chỗ nào nữa,NEG,1
24881,thời_gian giao hàng rất nhanh đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS,4
24882,chất_lượng k tốt chạy chập_chờn lúc được lúc k khi không được phải xoá và tải lại phần_mềm nên bất_tiện,NEG,1
24883,gói hàng mà quận tròn vào nhăn hết váy,NEG,1
24884,chất thì ko đẹp lắm,NEG,2
24885,hàng ưng lắm ạ,POS,5
24886,rất không đáng tiền chất_lượng sản_phẩm rất kém,NEG,1
24887,giá rẻ mà áo đẹp dã_man luôn,POS,5
24888,chất lì,POS,4
24889,bị rách đũng chỉ thừa nhiều,NEG,1
24890,sẽ ủng_hộ shop tiếp ^_^,POS,5
24891,chất siêu thích nhé,POS,4
24892,thực_ra là hàng china gia rẻ,NEG,1
24893,sau đó kh giải_quyết thêm vấn_đề gì cho mình nữa chỉ im_lặng và coi như mình mất 70 k hihi,NEG,2
24894,tốt nhưng đầu chải khó vệ_sinh quá,NEG,2
24895,shop nhiệt_tình lắm,POS,5
24896,màu cũng rất đẹp,POS,5
24897,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn hàng đẹp như hình cảm_ơn shop nhé mịnh sẽ ủng_hộ shop lầm sau,POS,5
24898,đẹp tuyệt nên chán kiểu mẫu_mã y hình vải êm lắm,POS,4
24899,mình cực thích chất son luôn ý,POS,5
24900,shop thiệt quá_đáng lắm lun á_shop làm e cảm_giác trước giờ toàn mua hàng fake giá cao haizz chân_váy này chất vải sờ thích lắm nha tiếc là k có lót quần ở trong k thôi là perfect r ) ) ),POS,4
24901,em vâng_dạ rồi để đấy để hôm_nay bưu_điện gọi chị ra nhận hàng về,NEG,1
24902,áo quên chưa cắt phần cái cúc,NEG,2
24903,cảm_ơn sh nhiu,POS,5
24904,chất_lượng sản_phẩm tạm được giống hình,NEG,2
24906,k thể chấp_nhận lý_do cùng màu cùng mẫu cùng loại mà mỗi cái 1 kiểu,NEG,1
24907,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền thời_gian giao hàng rất nhanh yêu shop,POS,5
24908,kiểu may xấu,NEG,2
24909,tuy shop có trả_lời nhưng sau đó mình nhận được những dòng tin nhắn này khiến mình k thoải_mái ( cho 1 sao ),NEG,1
24910,sẽ tiếp_tục ủng_hộ shop,POS,5
24912,sản_phẩm tốt_đẹp,POS,4
24913,bộ quần_áo rất đẹp mình mua cho bố bố rất thích,POS,5
24914,giày đẹp mà rẻ nữa,POS,5
24916,mình 48 kg mặc rất rộng vậy_mà shop tư_vấn bảo vừa,NEG,2
24917,vải mỏng,NEG,1
24918,xin_lỗi shop có sao mình nói vậy,NEG,1
24919,tuyệt_vời ship hàng nhanh,POS,4
24920,chất_lượng sản_phẩm tuyệt_vời rất đáng tiền 5 sao cho shop,POS,5
24921,xài lần đầu thì thấy ổn,POS,4
24922,vai xau xau,NEG,1
24924,shop phục_vụ rất tốt rất đáng tiền đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời,POS,5
24925,sản_phẩm tuyệt với đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS,5
24926,chất_lượng sản_phẩm rất kém gửi nhầm áo khác,NEG,1
24927,,POS,5
24928,shop phục_vụ rất tốt,POS,5
24930,tất đi rất êm dày_dặn hình cũng đẹp y ảnh luôn,POS,5
24933,sz hoi bé,NEG,2
24934,đóng gói sản_phẩm rất đẹp và chắc_chắn,POS,4
24935,mình chọn đúng size áo mình vẫn mặc nhưng cảm_giác vẫn hơi rộng dù đã gài nút trong cùng,NEG,2
24936,chất_liệu giống hình,POS,5
24937,chất_lượng sản_phẩm rất kém quảng_cáo dày 7 mm nhưng chỉ dày cỡ 3 mm,NEG,1
24938,chất đẹp và ít nhăn,POS,4
24940,sp giống hình đẹp,POS,5
24942,ưng quáaaaa,POS,5
24945,sản_phẩm giống hình nhưng trông hơi giừ chất vải nóng,NEG,2
24946,form đẹp chất cũng đẹp nói_chung là ưng,POS,5
24947,đặt thử bộ màu đen vì quá rẻ khá ưng_ý,POS,4
24948,mặc mát mà form cũng đẹp nữa,POS,5
24949,bạn chủ_shop dễ_thương hỗ_trợ khách nhiệt_tình chu_đáo,POS,4
